10/05/2019 12:04:46.595840 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .....X.B.l.V......pD. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.596038 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .....X.B.l.V......pD. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.597886 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |.@..~...u....yoC6....|
10/05/2019 12:04:46.598024 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |.@..~...u....yoC6....|
10/05/2019 12:04:46.598226 ./fileserver.exe:     Successfully read 21 bytes. Message=".@..~...u....yoC6..."
10/05/2019 12:04:46.598440 ./fileserver.exe:     Responding with message="You said .@..~...u....yoC6.... Don't you know how to play ping pong?"
10/05/2019 12:04:46.598592 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .@..~...u....yoC6.... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.598785 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .@..~...u....yoC6.... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.600699 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |....~....r.*..Mp*.{..|
10/05/2019 12:04:46.600837 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |....~....r.*..Mp*.{..|
10/05/2019 12:04:46.601029 ./fileserver.exe:     Successfully read 21 bytes. Message="....~....r.*..Mp*.{."
10/05/2019 12:04:46.601202 ./fileserver.exe:     Responding with message="You said ....~....r.*..Mp*.{.. Don't you know how to play ping pong?"
10/05/2019 12:04:46.601347 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said ....~....r.*..Mp*.{.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.601565 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said ....~....r.*..Mp*.{.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.603467 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |3..Z4.W..?.zA.(.Jq.].|
10/05/2019 12:04:46.603609 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |3..Z4.W..?.zA.(.Jq.].|
10/05/2019 12:04:46.603758 ./fileserver.exe:     Successfully read 21 bytes. Message="3..Z4.W..?.zA.(.Jq.]"
10/05/2019 12:04:46.603927 ./fileserver.exe:     Responding with message="You said 3..Z4.W..?.zA.(.Jq.]. Don't you know how to play ping pong?"
10/05/2019 12:04:46.604070 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said 3..Z4.W..?.zA.(.Jq.]. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.604322 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said 3..Z4.W..?.zA.(.Jq.]. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.606099 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |6......IDYq.../...y..|
10/05/2019 12:04:46.606237 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |6......IDYq.../...y..|
10/05/2019 12:04:46.606392 ./fileserver.exe:     Successfully read 21 bytes. Message="6......IDYq.../...y."
10/05/2019 12:04:46.606564 ./fileserver.exe:     Responding with message="You said 6......IDYq.../...y.. Don't you know how to play ping pong?"
10/05/2019 12:04:46.606708 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said 6......IDYq.../...y.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.606911 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said 6......IDYq.../...y.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.609846 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |....g..p...v.&l.qU.;.|
10/05/2019 12:04:46.609987 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |....g..p...v.&l.qU.;.|
10/05/2019 12:04:46.610121 ./fileserver.exe:     Successfully read 21 bytes. Message="....g..p...v.&l.qU.;"
10/05/2019 12:04:46.610344 ./fileserver.exe:     Responding with message="You said ....g..p...v.&l.qU.;. Don't you know how to play ping pong?"
10/05/2019 12:04:46.610532 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said ....g..p...v.&l.qU.;. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.610728 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said ....g..p...v.&l.qU.;. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.612629 ./fileserver.exe:     C150DgmSocket::read: successful read with len=17 |.\`...5=V....m...|
10/05/2019 12:04:46.612768 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 17 |.\`...5=V....m...|
10/05/2019 12:04:46.612930 ./fileserver.exe:     Successfully read 17 bytes. Message=".\`...5=V....m.."
10/05/2019 12:04:46.613099 ./fileserver.exe:     Responding with message="You said .\`...5=V....m... Don't you know how to play ping pong?"
10/05/2019 12:04:46.613243 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=65 |You said .\`...5=V....m... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.613529 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=65 |You said .\`...5=V....m... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.615271 ./fileserver.exe:     C150DgmSocket::read: successful read with len=11 |Y.!wZ$.1<\.|
10/05/2019 12:04:46.615437 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 11 |Y.!wZ$.1<\.|
10/05/2019 12:04:46.615578 ./fileserver.exe:     Successfully read 11 bytes. Message="Y.!wZ$.1<\"
10/05/2019 12:04:46.615742 ./fileserver.exe:     Responding with message="You said Y.!wZ$.1<\. Don't you know how to play ping pong?"
10/05/2019 12:04:46.615883 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=59 |You said Y.!wZ$.1<\. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.616074 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=59 |You said Y.!wZ$.1<\. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.617915 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |...|...K..I...w..BR..|
10/05/2019 12:04:46.618052 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |...|...K..I...w..BR..|
10/05/2019 12:04:46.618187 ./fileserver.exe:     Successfully read 21 bytes. Message="...|...K..I...w..BR."
10/05/2019 12:04:46.618351 ./fileserver.exe:     Responding with message="You said ...|...K..I...w..BR.. Don't you know how to play ping pong?"
10/05/2019 12:04:46.618543 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said ...|...K..I...w..BR.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.618727 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said ...|...K..I...w..BR.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.620640 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |.D......+.F.t_.FH.E..|
10/05/2019 12:04:46.620778 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |.D......+.F.t_.FH.E..|
10/05/2019 12:04:46.620913 ./fileserver.exe:     Successfully read 21 bytes. Message=".D......+.F.t_.FH.E."
10/05/2019 12:04:46.621076 ./fileserver.exe:     Responding with message="You said .D......+.F.t_.FH.E.. Don't you know how to play ping pong?"
10/05/2019 12:04:46.621234 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .D......+.F.t_.FH.E.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.621456 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .D......+.F.t_.FH.E.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.623404 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |y.^...l.-n..[....4...|
10/05/2019 12:04:46.623545 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |y.^...l.-n..[....4...|
10/05/2019 12:04:46.623680 ./fileserver.exe:     Successfully read 21 bytes. Message="y.^...l.-n..[....4.."
10/05/2019 12:04:46.623844 ./fileserver.exe:     Responding with message="You said y.^...l.-n..[....4... Don't you know how to play ping pong?"
10/05/2019 12:04:46.623987 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said y.^...l.-n..[....4... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.624175 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said y.^...l.-n..[....4... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.626064 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |E.1..{.+eM...R...1Kg.|
10/05/2019 12:04:46.626201 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |E.1..{.+eM...R...1Kg.|
10/05/2019 12:04:46.626336 ./fileserver.exe:     Successfully read 21 bytes. Message="E.1..{.+eM...R...1Kg"
10/05/2019 12:04:46.626526 ./fileserver.exe:     Responding with message="You said E.1..{.+eM...R...1Kg. Don't you know how to play ping pong?"
10/05/2019 12:04:46.626670 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said E.1..{.+eM...R...1Kg. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.626858 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said E.1..{.+eM...R...1Kg. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.628923 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |D..a'..XJ.2..I.3U....|
10/05/2019 12:04:46.629113 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |D..a'..XJ.2..I.3U....|
10/05/2019 12:04:46.629302 ./fileserver.exe:     Successfully read 21 bytes. Message="D..a'..XJ.2..I.3U..."
10/05/2019 12:04:46.629526 ./fileserver.exe:     Responding with message="You said D..a'..XJ.2..I.3U.... Don't you know how to play ping pong?"
10/05/2019 12:04:46.629671 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said D..a'..XJ.2..I.3U.... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.629864 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said D..a'..XJ.2..I.3U.... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.631813 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |....(..>..Q$.T....Re.|
10/05/2019 12:04:46.631951 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |....(..>..Q$.T....Re.|
10/05/2019 12:04:46.632085 ./fileserver.exe:     Successfully read 21 bytes. Message="....(..>..Q$.T....Re"
10/05/2019 12:04:46.632249 ./fileserver.exe:     Responding with message="You said ....(..>..Q$.T....Re. Don't you know how to play ping pong?"
10/05/2019 12:04:46.632509 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said ....(..>..Q$.T....Re. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.632846 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said ....(..>..Q$.T....Re. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.634846 ./fileserver.exe:     C150DgmSocket::read: successful read with len=11 |.....\...~.|
10/05/2019 12:04:46.634982 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 11 |.....\...~.|
10/05/2019 12:04:46.635128 ./fileserver.exe:     Successfully read 11 bytes. Message=".....\...~"
10/05/2019 12:04:46.635292 ./fileserver.exe:     Responding with message="You said .....\...~. Don't you know how to play ping pong?"
10/05/2019 12:04:46.635456 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=59 |You said .....\...~. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.635693 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=59 |You said .....\...~. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.637690 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |7.F...$I...II.sN.A. .|
10/05/2019 12:04:46.637828 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |7.F...$I...II.sN.A. .|
10/05/2019 12:04:46.637962 ./fileserver.exe:     Successfully read 21 bytes. Message="7.F...$I...II.sN.A. "
10/05/2019 12:04:46.638125 ./fileserver.exe:     Responding with message="You said 7.F...$I...II.sN.A. . Don't you know how to play ping pong?"
10/05/2019 12:04:46.638269 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said 7.F...$I...II.sN.A. . Don't you know how to play ping pong?.|
10/05/2019 12:04:46.638484 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said 7.F...$I...II.sN.A. . Don't you know how to play ping pong?.|
10/05/2019 12:04:46.640363 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |...E.PH..EL|...70.[..|
10/05/2019 12:04:46.640526 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |...E.PH..EL|...70.[..|
10/05/2019 12:04:46.640709 ./fileserver.exe:     Successfully read 21 bytes. Message="...E.PH..EL|...70.[."
10/05/2019 12:04:46.640879 ./fileserver.exe:     Responding with message="You said ...E.PH..EL|...70.[.. Don't you know how to play ping pong?"
10/05/2019 12:04:46.641023 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said ...E.PH..EL|...70.[.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.641211 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said ...E.PH..EL|...70.[.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.643166 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |_L..$......8wR2..P.3.|
10/05/2019 12:04:46.643305 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |_L..$......8wR2..P.3.|
10/05/2019 12:04:46.643464 ./fileserver.exe:     Successfully read 21 bytes. Message="_L..$......8wR2..P.3"
10/05/2019 12:04:46.643682 ./fileserver.exe:     Responding with message="You said _L..$......8wR2..P.3. Don't you know how to play ping pong?"
10/05/2019 12:04:46.643827 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said _L..$......8wR2..P.3. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.644016 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said _L..$......8wR2..P.3. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.645971 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |.....).I:.E./.L>.."b.|
10/05/2019 12:04:46.646110 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |.....).I:.E./.L>.."b.|
10/05/2019 12:04:46.646288 ./fileserver.exe:     Successfully read 21 bytes. Message=".....).I:.E./.L>.."b"
10/05/2019 12:04:46.646501 ./fileserver.exe:     Responding with message="You said .....).I:.E./.L>.."b. Don't you know how to play ping pong?"
10/05/2019 12:04:46.646648 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .....).I:.E./.L>.."b. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.646835 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .....).I:.E./.L>.."b. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.648715 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |.@q9!q'..A=k5H".X.>..|
10/05/2019 12:04:46.648867 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |.@q9!q'..A=k5H".X.>..|
10/05/2019 12:04:46.649044 ./fileserver.exe:     Successfully read 21 bytes. Message=".@q9!q'..A=k5H".X.>."
10/05/2019 12:04:46.649217 ./fileserver.exe:     Responding with message="You said .@q9!q'..A=k5H".X.>.. Don't you know how to play ping pong?"
10/05/2019 12:04:46.649362 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .@q9!q'..A=k5H".X.>.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.649576 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .@q9!q'..A=k5H".X.>.. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.651495 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |.H...PG./8.2d....f.T.|
10/05/2019 12:04:46.651633 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |.H...PG./8.2d....f.T.|
10/05/2019 12:04:46.651808 ./fileserver.exe:     Successfully read 21 bytes. Message=".H...PG./8.2d....f.T"
10/05/2019 12:04:46.651981 ./fileserver.exe:     Responding with message="You said .H...PG./8.2d....f.T. Don't you know how to play ping pong?"
10/05/2019 12:04:46.652126 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .H...PG./8.2d....f.T. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.652316 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .H...PG./8.2d....f.T. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.654221 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |..B.C!.)[.7KO...<....|
10/05/2019 12:04:46.654361 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |..B.C!.)[.7KO...<....|
10/05/2019 12:04:46.654524 ./fileserver.exe:     Successfully read 21 bytes. Message="..B.C!.)[.7KO...<..."
10/05/2019 12:04:46.654713 ./fileserver.exe:     Responding with message="You said ..B.C!.)[.7KO...<.... Don't you know how to play ping pong?"
10/05/2019 12:04:46.654863 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said ..B.C!.)[.7KO...<.... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.655060 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said ..B.C!.)[.7KO...<.... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.657735 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |.m.z-..#...S..7^.....|
10/05/2019 12:04:46.657874 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |.m.z-..#...S..7^.....|
10/05/2019 12:04:46.658009 ./fileserver.exe:     Successfully read 21 bytes. Message=".m.z-..#...S..7^...."
10/05/2019 12:04:46.658176 ./fileserver.exe:     Responding with message="You said .m.z-..#...S..7^..... Don't you know how to play ping pong?"
10/05/2019 12:04:46.658321 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said .m.z-..#...S..7^..... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.658564 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said .m.z-..#...S..7^..... Don't you know how to play ping pong?.|
10/05/2019 12:04:46.660614 ./fileserver.exe:     C150DgmSocket::read: successful read with len=21 |i...........cZ...."..|
10/05/2019 12:04:46.660752 ./fileserver.exe:     C150NastyDgmSocket::read: delivering packet of length 21 |i...........cZ...."..|
10/05/2019 12:04:46.660886 ./fileserver.exe:     Successfully read 21 bytes. Message="i...........cZ...."."
10/05/2019 12:04:46.661051 ./fileserver.exe:     Responding with message="You said i...........cZ....".. Don't you know how to play ping pong?"
10/05/2019 12:04:46.661195 ./fileserver.exe:     C150DgmSocket::write: attempting to send packet with len=69 |You said i...........cZ....".. Don't you know how to play ping pong?.|
10/05/2019 12:04:46.661451 ./fileserver.exe:     C150DgmSocket::write: Success writing packet with len=69 |You said i...........cZ....".. Don't you know how to play ping pong?.|
